ops/s, hits/s, miss/s, latency, KB/s
19906.9857143, 16982.3742857, 1114.86, 0.0967142857143, 768.772857143
34979.1285714, 29851.5371429, 1947.61, 0.111142857143, 1350.83714286
45824.3885714, 39121.3242857, 2537.11285714, 0.127714285714, 1769.66571429
53231.4714286, 45441.0885714, 2951.03142857, 0.147, 2055.72
58904.7057143, 50279.2214286, 3270.35714286, 0.167285714286, 2274.81142857
63713.0057143, 54378.9328571, 3541.78142857, 0.185142857143, 2460.51142857
68934.7028571, 58829.7171429, 3837.99428571, 0.2, 2662.16285714
69745.54, 59518.2042857, 3886.58142857, 0.219142857143, 2693.47285714
78892.1428571, 67319.5942857, 4400.22857143, 0.233285714286, 3046.70285714
75468.3371429, 64393.1857143, 4214.14, 0.254, 2914.47142857
76240.9557143, 65054.2042857, 4255.38285714, 0.276428571429, 2944.31
79340.2028571, 67710.83, 4416.28142857, 0.299285714286, 3063.99857143
83601.0428571, 71332.9828571, 4667.53571429, 0.319, 3228.55714286
80628.7142857, 68787.0228571, 4511.40142857, 0.344857142857, 3113.75571429
81731.9271429, 69718.01, 4583.27, 0.364142857143, 3156.35
80649.6685714, 68792.9185714, 4524.42857143, 0.394, 3114.56285714
83838.6457143, 71503.5642857, 4712.87, 0.416857142857, 3237.69857143
80866.8314286, 68963.2885714, 4551.41571429, 0.442571428571, 3122.92571429
84235.5328571, 71836.4971429, 4740.63285714, 0.464285714286, 3253.01428571
84428.7914286, 72000.8485714, 4751.95285714, 0.487285714286, 3260.47
