usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 11.76, 0.0, 82.29, 3.62, 0.0, 2.32, 0.0
0.0, 0.01, 11.6, 0.0, 82.18, 3.24, 0.0, 2.97, 0.0
0.0, 0.0, 12.97, 0.0, 81.65, 3.46, 0.0, 1.92, 0.0
0.0, 0.0, 13.02, 0.0, 81.64, 3.56, 0.0, 1.78, 0.0
0.0, 0.01, 11.69, 0.0, 82.18, 3.16, 0.0, 2.95, 0.0
0.0, 0.01, 11.69, 0.0, 82.2, 3.13, 0.0, 2.98, 0.0
0.0, 0.01, 12.16, 0.0, 82.0, 3.31, 0.0, 2.51, 0.0
0.0, 0.0, 13.2, 0.0, 81.6, 3.5, 0.0, 1.71, 0.0
0.0, 0.01, 13.11, 0.0, 81.74, 3.25, 0.0, 1.89, 0.0
0.0, 0.0, 12.9, 0.0, 81.73, 3.49, 0.0, 1.88, 0.0
0.0, 0.01, 12.64, 0.0, 81.84, 3.29, 0.0, 2.22, 0.0
0.0, 0.0, 13.39, 0.0, 81.55, 3.49, 0.0, 1.56, 0.0
0.0, 0.01, 11.86, 0.0, 82.12, 3.15, 0.0, 2.86, 0.0
0.0, 0.01, 13.02, 0.0, 81.65, 3.41, 0.0, 1.91, 0.0
0.0, 0.0, 13.03, 0.0, 81.64, 3.48, 0.0, 1.85, 0.0
0.0, 0.0, 13.34, 0.0, 81.57, 3.44, 0.0, 1.65, 0.0
0.0, 0.0, 13.07, 0.0, 81.63, 3.46, 0.0, 1.84, 0.0
