ops/s, hits/s, miss/s, latency, KB/s
14120.7528571, 24.2942857143, 12812.75, 0.137, 596.814285714
16465.8071429, 30.5057142857, 14938.4057143, 0.238428571429, 696.072857143
17656.2471429, 37.7757142857, 16013.35, 0.335428571429, 746.748571429
17517.0542857, 39.1771428571, 15885.41, 0.454142857143, 740.982857143
16055.1514286, 30.84, 14564.7414286, 0.619571428571, 678.792857143
16003.8128571, 30.0928571429, 14518.8142857, 0.746142857143, 676.578571429
16453.7728571, 32.0, 14925.9585714, 0.851, 695.672857143
17218.3114286, 35.9828571429, 15617.0114286, 0.928571428571, 728.171428571
16604.01, 32.6942857143, 15061.8357143, 1.08728571429, 702.054285714
16777.0728571, 33.7757142857, 15218.0842857, 1.20071428571, 709.422857143
16786.3257143, 33.0285714286, 15227.2457143, 1.31757142857, 709.761428571
17215.5057143, 34.7942857143, 15615.64, 1.39557142857, 727.972857143
15945.5357143, 29.4042857143, 14466.5128571, 1.63114285714, 674.077142857
16998.3142857, 33.4685714286, 15419.5171429, 1.65528571429, 718.727142857
16826.5585714, 32.7314285714, 15264.1028571, 1.78371428571, 711.438571429
17262.0714286, 34.6585714286, 15658.0971429, 1.86657142857, 729.927142857
16971.43, 33.1314285714, 15395.4014286, 2.01171428571, 717.572857143
