ops/s, hits/s, miss/s, latency, KB/s
65666.0742857, 11767.1057143, 47929.15, 0.179285714286, 5468.37857143
66779.6842857, 6945.59428571, 53763.06, 0.176285714286, 5561.09714286
68430.9742857, 4790.99428571, 57418.7971429, 0.172, 5698.62714286
67949.0185714, 3625.72285714, 58145.9257143, 0.173, 5658.49142857
68947.5514286, 3037.75, 59641.6985714, 0.170714285714, 5741.62142857
69090.8814286, 2429.66428571, 60380.0342857, 0.170142857143, 5753.58
69489.5471429, 2224.03714286, 60948.13, 0.169571428571, 5786.77
69015.3328571, 1911.79428571, 60829.2557143, 0.170571428571, 5747.33428571
68591.1957143, 1648.76714286, 60706.6957143, 0.171571428571, 5712.14857143
68115.4071429, 1454.60428571, 60468.3157143, 0.172714285714, 5672.76142857
