ops/s, hits/s, miss/s, latency, KB/s
19941.6285714, 12005.3, 6123.42571429, 0.0962857142857, 770.111428571
35151.7542857, 20758.5242857, 11197.5642857, 0.110285714286, 1357.5
43424.9071429, 23910.1242857, 15566.9757143, 0.134714285714, 1677.01142857
52304.2414286, 27647.18, 19901.9885714, 0.149428571429, 2019.91857143
58069.0371429, 29150.6128571, 23639.2471429, 0.168714285714, 2242.55
64519.9771429, 32194.17, 26460.1685714, 0.182714285714, 2491.67142857
71048.98, 33059.1028571, 31530.6428571, 0.200571428571, 2743.81714286
74832.6285714, 32872.0828571, 35157.3257143, 0.218285714286, 2889.93285714
78509.61, 33887.0157143, 37485.0585714, 0.234, 3031.92714286
79821.7314286, 35169.86, 37395.0385714, 0.247857142857, 3082.59571429
80545.8571429, 36068.9057143, 37154.2742857, 0.27, 3110.55
80080.6185714, 32300.6971429, 40499.5314286, 0.296714285714, 3092.57142857
81631.7757143, 31825.5871429, 42384.7285714, 0.315428571429, 3152.47571429
80035.2328571, 30614.7542857, 42144.1257143, 0.347285714286, 3090.80142857
82602.8642857, 29673.5242857, 45419.5528571, 0.360142857143, 3189.95285714
82516.5585714, 27191.5871429, 47823.0142857, 0.384428571429, 3186.61
79774.1614286, 25938.1171429, 46583.3271429, 0.409571428571, 3080.70285714
82802.49, 24632.9057143, 50641.49, 0.431714285714, 3197.63857143
82611.9385714, 24835.9014286, 50265.2885714, 0.456857142857, 3190.26714286
83446.8028571, 24110.7485714, 51749.3671429, 0.476428571429, 3222.51571429
