usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.0, 48.67, 0.0, 5.76, 14.15, 0.0, 31.42, 0.0
0.0, 0.0, 49.05, 0.0, 4.58, 13.29, 0.01, 33.07, 0.0
0.0, 0.0, 49.38, 0.0, 4.23, 12.9, 0.0, 33.48, 0.0
0.0, 0.0, 49.62, 0.0, 4.09, 12.38, 0.0, 33.91, 0.0
0.0, 0.0, 50.29, 0.0, 3.98, 12.07, 0.0, 33.66, 0.0
0.0, 0.0, 50.5, 0.0, 3.98, 11.9, 0.0, 33.63, 0.0
0.0, 0.0, 50.72, 0.0, 4.01, 11.56, 0.0, 33.71, 0.0
0.0, 0.0, 49.8, 0.0, 4.02, 12.03, 0.0, 34.15, 0.0
0.0, 0.0, 49.99, 0.0, 3.95, 11.97, 0.0, 34.09, 0.0
0.0, 0.0, 49.3, 0.0, 3.94, 12.16, 0.0, 34.6, 0.0
0.0, 0.0, 49.67, 0.0, 4.01, 11.65, 0.0, 34.67, 0.0
0.0, 0.0, 49.16, 0.0, 3.95, 12.14, 0.0, 34.75, 0.0
0.0, 0.0, 49.2, 0.0, 3.95, 11.93, 0.0, 34.92, 0.0
0.0, 0.0, 49.35, 0.0, 3.96, 11.83, 0.0, 34.86, 0.0
0.0, 0.0, 49.35, 0.0, 3.96, 12.02, 0.0, 34.67, 0.0
0.0, 0.0, 49.3, 0.0, 3.97, 12.07, 0.0, 34.65, 0.0
