usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 12.33, 0.0, 83.14, 3.02, 0.0, 1.5, 0.0
0.0, 0.03, 23.88, 0.0, 65.26, 5.69, 0.0, 5.14, 0.0
0.0, 0.02, 33.23, 0.0, 47.79, 8.2, 0.0, 10.77, 0.0
0.0, 0.02, 35.09, 0.0, 37.08, 8.92, 0.0, 18.89, 0.0
0.0, 0.03, 39.91, 0.0, 24.85, 10.58, 0.0, 24.63, 0.0
0.0, 0.01, 46.76, 0.0, 13.6, 12.48, 0.0, 27.15, 0.0
0.0, 0.01, 46.88, 0.0, 12.22, 12.79, 0.01, 28.08, 0.0
0.0, 0.01, 46.67, 0.0, 11.97, 12.78, 0.01, 28.55, 0.0
0.0, 0.01, 43.46, 0.0, 19.53, 14.18, 0.02, 22.8, 0.0
0.0, 0.01, 44.41, 0.0, 17.23, 14.74, 0.02, 23.6, 0.0
