ops/s, hits/s, miss/s, latency, KB/s
17605.0728571, 9798.35, 6205.99428571, 0.948285714286, 978.641428571
17210.1257143, 13262.5535714, 2382.89071429, 0.464214285714, 1093.49214286
13667.3090476, 10973.5995238, 1451.14047619, 0.367333333333, 884.422380952
13100.265, 10821.7767857, 1087.50035714, 0.305214285714, 859.116428571
12415.0677143, 10496.8825714, 789.502571429, 0.250028571429, 823.062571429
11445.992381, 9896.86261905, 508.556190476, 0.169738095238, 766.773095238
10147.7089796, 8736.52183673, 488.633877551, 0.192816326531, 678.265714286
9201.31714286, 7877.58535714, 487.215535714, 0.212017857143, 613.200535714
5988.12507937, 5196.25222222, 247.483015873, 0.160603174603, 401.593492063
5810.69142857, 5038.49214286, 243.940857143, 0.165514285714, 389.471428571
