ops/s, hits/s, miss/s, latency, KB/s
75700.4271429, 15697.0085714, 53120.6128571, 0.818428571429, 2923.28
78408.3542857, 16613.7557143, 54665.63, 0.808714285714, 3027.84714286
75598.3642857, 15559.0542857, 53165.7628571, 0.819714285714, 2919.34285714
77717.51, 17598.79, 53052.5214286, 0.820571428571, 3001.17714286
78437.3685714, 18986.9328571, 52318.7642857, 0.816714285714, 3028.97857143
79483.3871429, 18903.1914286, 53353.46, 0.811857142857, 3069.36857143
79145.4085714, 16606.7742857, 55342.65, 0.832571428571, 3056.31857143
77950.2185714, 17857.9728571, 53004.9371429, 0.825714285714, 3010.16428571
78508.4628571, 18124.5685714, 53245.7928571, 0.812714285714, 3031.72142857
76926.8014286, 16565.2185714, 53367.2457143, 0.828285714286, 2970.64285714
78544.9814286, 16400.5314286, 55003.0171429, 0.810714285714, 3033.12714286
76639.8657143, 16737.9171429, 52933.6942857, 0.827428571429, 2959.56285714
79208.7157143, 18260.34, 53746.5542857, 0.824, 3058.76428571
76869.5485714, 18154.4842857, 51725.9357143, 0.829, 2968.43285714
79822.1428571, 16717.7085714, 55846.8657143, 0.825714285714, 3082.45285714
76282.0042857, 17358.4114286, 51987.8314286, 0.835142857143, 2945.75
76627.2442857, 17999.1, 51661.0842857, 0.831571428571, 2959.07857143
78974.7385714, 17824.8428571, 53969.4, 0.818285714286, 3049.72571429
75460.8457143, 16240.1885714, 52359.5985714, 0.844714285714, 2914.03857143
76840.7028571, 16397.5214286, 53456.7071429, 0.829285714286, 2967.31857143
73366.8114286, 14575.1742857, 52120.9528571, 0.845857142857, 2833.16857143
72952.5771429, 16583.82, 49735.7785714, 0.850285714286, 2817.17571429
75129.4485714, 17428.6485714, 50869.8828571, 0.862428571429, 2901.23857143
76150.2642857, 16534.23, 52692.2914286, 0.844, 2940.65571429
72189.61, 15962.0442857, 49663.9385714, 0.915857142857, 2787.71142857
93143.8871429, 26307.6171429, 58367.6542857, 0.719, 3596.92571429
95032.9957143, 29313.5057143, 57079.2042857, 0.697714285714, 3669.88857143
75117.4671429, 17926.9585714, 50360.7257143, 0.907285714286, 2900.77571429
97232.7085714, 29151.32, 59241.0785714, 0.686285714286, 3754.83571429
78501.3228571, 20191.6028571, 51172.2728571, 0.843857142857, 3031.45714286
94971.1185714, 30095.72, 56240.6585714, 0.721285714286, 3667.50285714
103949.53, 37417.7628571, 57080.8485714, 0.695714285714, 4014.22
110057.537143, 37413.9285714, 62637.3685714, 0.635571428571, 4250.09714286
98724.1657143, 31656.8771429, 58091.3785714, 0.755857142857, 3812.43285714
99689.7214286, 32915.6171429, 57710.3857143, 0.802285714286, 3849.73
67940.0214286, 19612.7842857, 42149.9057143, 5.83957142857, 2623.62571429
113057.211429, 39616.3971429, 63161.9328571, 0.589142857143, 4365.95
98497.4971429, 32209.5714286, 57332.6214286, 0.653285714286, 3803.69428571
118193.032857, 42221.7957143, 65225.3942857, 0.581857142857, 4564.28428571
