ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
13482.1866667, 12210.9519048, 45.5538095238, 0.143571428571, 1396.98285714,0.185714285714,2.77, 0.0, 7.66666666667, 0.0266666666667, 0.0, 5.67333333333, 0.0, 0.0, 83.8633333333
13335.3133333, 12047.4247619, 75.5223809524, 0.295428571429, 1379.64428571,0.407142857143,2.75, 0.0, 7.87333333333, 0.02, 0.0, 5.54, 0.0, 0.0, 83.8166666667
13321.8971429, 12061.2104762, 49.5095238095, 0.446476190476, 1380.0652381,0.670476190476,2.58666666667, 0.0, 7.9, 0.0233333333333, 0.0, 5.67333333333, 0.0, 0.0, 83.8166666667
13310.3557143, 12098.4742857, 1.72857142857, 0.596666666667, 1382.18619048,0.880952380952,2.65, 0.0, 7.84666666667, 0.02, 0.0, 5.66666666667, 0.0, 0.0, 83.82
13339.9128571, 12126.0047619, 1.03047619048, 0.747857142857, 1385.31142857,1.11904761905,2.52666666667, 0.0, 7.98, 0.0266666666667, 0.0, 5.63333333333, 0.0, 0.0, 83.83
16083.0595238, 12977.3214286, 1643.46238095, 0.761333333333, 1556.31095238,1.19666666667,3.16333333333, 0.0, 11.01, 0.0133333333333, 0.0, 3.13333333333, 0.0, 0.0, 82.6866666667
15059.9180952, 12359.1104762, 1331.53, 0.94319047619, 1471.68047619,1.36666666667,2.93, 0.0, 10.1566666667, 0.0266666666667, 0.0, 3.89, 0.0, 0.0, 83.0
13732.687619, 12468.1147619, 15.8961904762, 1.20728571429, 1425.05238095,1.7380952381,2.44666666667, 0.0, 8.23666666667, 0.02, 0.0, 5.46333333333, 0.0, 0.0, 83.8333333333
13365.3014286, 12013.8985714, 136.158095238, 1.35085714286, 1378.55952381,1.91428571429,2.44, 0.0, 8.13, 0.0233333333333, 0.0, 5.58666666667, 0.0, 0.0, 83.8233333333
13404.1114286, 11957.0295238, 228.138095238, 1.49519047619, 1376.21333333,1.92857142857,2.39333333333, 0.0, 8.15, 0.0333333333333, 0.0, 5.60666666667, 0.0, 0.0, 83.82
14810.52, 12399.127619, 1064.63380952, 1.54333333333, 1464.26333333,2.2619047619,2.73, 0.0, 9.29333333333, 0.02, 0.0, 4.57, 0.0, 0.0, 83.3866666667
16929.9180952, 12264.8128571, 3125.61333333, 1.46752380952, 1541.4652381,2.10476190476,3.16666666667, 0.0, 11.7533333333, 0.01, 0.0, 2.58666666667, 0.0, 0.0, 82.4766666667
13182.0061905, 11983.3566667, 0.0, 1.92976190476, 1368.94714286,2.64761904762,2.32333333333, 0.0, 8.25333333333, 0.02, 0.0, 5.57, 0.0, 0.0, 83.8366666667
13869.0347619, 12531.3033333, 76.5733333333, 2.08980952381, 1434.98952381,2.75238095238,2.55666666667, 0.0, 8.27333333333, 0.03, 0.0, 5.31666666667, 0.0, 0.0, 83.8266666667
