ops/s, hits/s, miss/s, latency, KB/s
13482.1866667, 12210.9519048, 45.5538095238, 0.143571428571, 1396.98285714
13335.3133333, 12047.4247619, 75.5223809524, 0.295428571429, 1379.64428571
13321.8971429, 12061.2104762, 49.5095238095, 0.446476190476, 1380.0652381
13310.3557143, 12098.4742857, 1.72857142857, 0.596666666667, 1382.18619048
13339.9128571, 12126.0047619, 1.03047619048, 0.747857142857, 1385.31142857
16083.0595238, 12977.3214286, 1643.46238095, 0.761333333333, 1556.31095238
15059.9180952, 12359.1104762, 1331.53, 0.94319047619, 1471.68047619
13732.687619, 12468.1147619, 15.8961904762, 1.20728571429, 1425.05238095
13365.3014286, 12013.8985714, 136.158095238, 1.35085714286, 1378.55952381
13404.1114286, 11957.0295238, 228.138095238, 1.49519047619, 1376.21333333
14810.52, 12399.127619, 1064.63380952, 1.54333333333, 1464.26333333
16929.9180952, 12264.8128571, 3125.61333333, 1.46752380952, 1541.4652381
13182.0061905, 11983.3566667, 0.0, 1.92976190476, 1368.94714286
13869.0347619, 12531.3033333, 76.5733333333, 2.08980952381, 1434.98952381
