usr, nice, sys, iowait, irq, soft, steal, guest, idle
3.47333333333, 0.0, 11.6433333333, 0.0166666666667, 0.0, 2.12333333333, 0.0, 0.0, 82.7466666667
3.12333333333, 0.0, 12.1933333333, 0.0133333333333, 0.0, 2.22, 0.0, 0.0, 82.45
3.21666666667, 0.0, 12.01, 0.0133333333333, 0.0, 2.27, 0.0, 0.0, 82.49
3.28333333333, 0.0, 12.23, 0.0133333333333, 0.0, 2.12, 0.0, 0.0, 82.3566666667
3.26333333333, 0.0, 12.4933333333, 0.02, 0.0, 1.88, 0.0, 0.0, 82.3366666667
3.32, 0.0, 12.45, 0.01, 0.0, 1.91, 0.0, 0.0, 82.31
3.20333333333, 0.0, 12.24, 0.0266666666667, 0.0, 2.13666666667, 0.0, 0.0, 82.3933333333
3.22666666667, 0.0, 11.6966666667, 0.0166666666667, 0.0, 2.48, 0.0, 0.0, 82.58
3.08, 0.0, 12.03, 0.0266666666667, 0.0, 2.36, 0.0, 0.0, 82.5033333333
3.25666666667, 0.0, 12.4833333333, 0.02, 0.0, 1.89, 0.0, 0.0, 82.3533333333
