usr, nice, sys, iowait, irq, soft, steal, guest, idle
3.0, 0.0, 12.83, 0.02, 0.0, 2.14333333333, 0.0, 0.0, 82.01
6.24, 0.0, 25.4133333333, 0.01, 0.0, 6.05333333333, 0.0, 0.0, 62.28
8.23666666667, 0.0, 30.9233333333, 0.02, 0.0, 14.21, 0.0, 0.0, 46.6033333333
10.2966666667, 0.0, 39.2533333333, 0.0233333333333, 0.0, 20.6366666667, 0.0, 0.0, 29.7833333333
12.8433333333, 0.0, 48.9133333333, 0.0133333333333, 0.00333333333333, 26.28, 0.0, 0.0, 11.9466666667
12.7833333333, 0.0, 49.9566666667, 0.0, 0.00333333333333, 33.7966666667, 0.0, 0.0, 3.46
12.7333333333, 0.0, 49.7833333333, 0.0, 0.0, 33.6466666667, 0.0, 0.0, 3.83666666667
12.5666666667, 0.0, 49.1933333333, 0.0, 0.0, 34.1366666667, 0.0, 0.0, 4.11
12.81, 0.0, 48.7466666667, 0.0, 0.00333333333333, 33.91, 0.0, 0.0, 4.53
13.0166666667, 0.0, 48.6733333333, 0.0, 0.0, 33.69, 0.0, 0.0, 4.61666666667
12.89, 0.0, 49.2366666667, 0.0, 0.00666666666667, 33.2033333333, 0.0, 0.0, 4.66666666667
12.5633333333, 0.0, 48.86, 0.0, 0.01, 33.8133333333, 0.0, 0.0, 4.76
