ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
79380.5557143, 60902.2371429, 11261.577619, 0.267238095238, 3141.53952381,0.912857142857,12.8, 0.0, 50.06, 0.0, 0.0, 33.67, 0.0, 0.0, 3.46666666667
79432.2666667, 59413.9185714, 12796.91, 0.264380952381, 3143.57761905,0.865714285714,13.0066666667, 0.0, 49.72, 0.0, 0.0, 33.81, 0.0, 0.0, 3.46333333333
76482.7580952, 58685.3052381, 10844.1566667, 0.265428571429, 3026.85904762,0.855714285714,13.05, 0.0, 49.7533333333, 0.0, 0.0, 33.74, 0.0, 0.0, 3.46
76354.8614286, 58596.2447619, 10816.9604762, 0.26580952381, 3021.79571429,0.941904761905,13.25, 0.0, 50.42, 0.0, 0.0, 32.87, 0.0, 0.0, 3.46
81080.4261905, 62801.2495238, 10907.8985714, 0.264523809524, 3208.8047619,0.910476190476,13.0433333333, 0.0, 49.81, 0.0, 0.0, 33.68, 0.0, 0.0, 3.46666666667
77910.3609524, 58985.7190476, 11841.5714286, 0.263523809524, 3083.34904762,0.934761904762,13.3066666667, 0.0, 49.6766666667, 0.0, 0.0, 33.5366666667, 0.0, 0.0, 3.48333333333
76390.1257143, 58193.6157143, 11251.6633333, 0.265571428571, 3023.18285714,0.898571428571,13.56, 0.0, 49.4566666667, 0.0, 0.0, 33.5266666667, 0.0, 0.0, 3.46
78750.7614286, 60212.1090476, 11379.1590476, 0.266238095238, 3116.61238095,0.868095238095,13.52, 0.0, 49.69, 0.0, 0.0, 33.3366666667, 0.0, 0.0, 3.46
78826.0838095, 58599.9166667, 13059.84, 0.265904761905, 3119.59190476,0.921428571429,13.05, 0.0, 50.1933333333, 0.0, 0.00333333333333, 33.2866666667, 0.0, 0.0, 3.46666666667
76743.1733333, 58985.7733333, 10780.437619, 0.264333333333, 3037.15761905,0.9,13.15, 0.0, 49.8066666667, 0.0, 0.0, 33.58, 0.0, 0.0, 3.46333333333
77826.7033333, 59868.1680952, 10883.0761905, 0.266476190476, 3080.03904762,0.905238095238,13.3466666667, 0.0, 49.8666666667, 0.0, 0.00333333333333, 33.3166666667, 0.0, 0.0, 3.46666666667
80029.2909524, 62050.0390476, 10703.5328571, 0.264904761905, 3167.21047619,0.892857142857,13.3133333333, 0.0, 49.51, 0.0, 0.0, 33.72, 0.0, 0.0, 3.45333333333
78133.5904762, 61517.1419048, 9513.07142857, 0.265619047619, 3092.19095238,0.951428571429,12.9566666667, 0.0, 50.09, 0.0, 0.0, 33.4833333333, 0.0, 0.0, 3.47
76642.107619, 60025.7266667, 9648.62, 0.264619047619, 3033.15428571,0.891904761905,12.9866666667, 0.0, 50.0333333333, 0.0, 0.0, 33.5166666667, 0.0, 0.0, 3.46333333333
80104.077619, 62474.902381, 10346.6838095, 0.264761904762, 3170.17142857,0.902857142857,13.0666666667, 0.0, 49.63, 0.0, 0.0, 33.8333333333, 0.0, 0.0, 3.47
77483.59, 60138.3171429, 10300.9866667, 0.264571428571, 3066.46047619,0.900952380952,12.9233333333, 0.0, 49.8166666667, 0.00333333333333, 0.00333333333333, 33.7966666667, 0.0, 0.0, 3.46333333333
