usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.03, 10.75, 0.0, 83.85, 3.19, 0.0, 2.19, 0.0
0.0, 0.01, 11.28, 0.0, 83.54, 2.96, 0.0, 2.21, 0.0
0.0, 0.06, 12.26, 0.0, 83.3, 2.94, 0.0, 1.44, 0.0
0.0, 0.03, 12.09, 0.0, 83.05, 3.05, 0.0, 1.77, 0.0
0.0, 0.04, 12.03, 0.0, 83.28, 2.96, 0.0, 1.7, 0.0
0.0, 0.01, 12.35, 0.0, 83.22, 3.18, 0.0, 1.25, 0.0
0.0, 0.02, 11.94, 0.0, 83.3, 3.23, 0.0, 1.52, 0.0
0.0, 0.03, 11.61, 0.0, 83.44, 2.92, 0.0, 2.0, 0.0
0.0, 0.02, 10.94, 0.0, 83.76, 2.77, 0.0, 2.51, 0.0
0.0, 0.04, 10.48, 0.0, 83.77, 2.96, 0.0, 2.76, 0.0
0.0, 0.01, 11.97, 0.0, 83.3, 3.02, 0.0, 1.71, 0.0
0.0, 0.05, 10.84, 0.0, 83.7, 2.76, 0.0, 2.65, 0.0
0.0, 0.02, 10.79, 0.0, 83.72, 2.73, 0.0, 2.74, 0.0
0.0, 0.02, 10.91, 0.0, 83.72, 2.68, 0.0, 2.68, 0.0
0.0, 0.02, 12.26, 0.0, 83.19, 2.84, 0.0, 1.7, 0.0
0.0, 0.01, 12.33, 0.0, 83.15, 3.11, 0.0, 1.4, 0.0
0.0, 0.01, 12.23, 0.0, 83.29, 2.93, 0.0, 1.54, 0.0
0.0, 0.01, 12.12, 0.0, 83.26, 2.84, 0.0, 1.77, 0.0
0.0, 0.01, 12.17, 0.0, 83.3, 2.79, 0.0, 1.73, 0.0
0.0, 0.01, 11.47, 0.0, 83.52, 2.75, 0.0, 2.25, 0.0
