usr, sys, cpu, latency, 99th
2.97333333333, 11.4466666667, 17.3033333333, 4.94771428572, 7.21904761905
4.81333333333, 18.4, 33.0633333333, 3.06285714286, 5.61904761905
8.10666666667, 31.9533333333, 52.7633333333, 2.09671428571, 5.14285714286
9.73666666667, 38.3133333333, 67.7466666667, 1.712, 9.98571428569
12.5966666667, 49.52, 84.6966666667, 1.34209523809, 9.40476190477
12.91, 49.38, 92.2166666667, 1.29742857143, 11.7047619047
