ops/s, hits/s, miss/s, latency, KB/s
32148.7871429, 18348.4771429, 10877.6442857, 0.120571428571, 1241.53571429
44251.3328571, 36678.56, 3549.82, 0.177142857143, 1708.92714286
49795.4571429, 41249.7028571, 4018.70285714, 0.237, 1923.02857143
51367.2885714, 42537.0942857, 4160.19285714, 0.307428571429, 1983.72
57144.8342857, 47314.1928571, 4635.33142857, 0.346285714286, 2206.83571429
61122.2771429, 50596.1685714, 4969.21714286, 0.389, 2360.42428571
66123.8957143, 54733.29, 5378.91571429, 0.434714285714, 2553.57571429
51836.1271429, 42886.3528571, 4236.90142857, 0.593857142857, 2001.79428571
57298.3914286, 47399.69, 4689.21285714, 0.625285714286, 2212.70857143
60424.7442857, 49976.3171429, 4954.62571429, 0.682, 2333.45428571
59474.23, 49178.1628571, 4888.60285714, 0.736857142857, 2296.71571429
55872.5528571, 46170.9171429, 4621.59571429, 0.855285714286, 2157.61857143
57990.3685714, 47942.4471429, 4775.26285714, 0.894, 2239.40714286
58074.7928571, 47990.8028571, 4803.53857143, 0.996571428571, 2242.66285714
64055.9528571, 52941.0985714, 5290.65142857, 0.934857142857, 2473.62571429
56447.7285714, 46607.7585714, 4707.35, 1.13042857143, 2179.83857143
63396.1371429, 52361.13, 5270.68428571, 1.07028571429, 2448.15
55659.9514286, 45978.4542857, 4620.44, 1.29185714286, 2149.41142857
70201.5671429, 58002.7257143, 5815.63428571, 1.08085714286, 2710.95285714
54499.7585714, 44993.3414286, 4550.65142857, 1.46528571429, 2104.62571429
