usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 19.79, 0.0, 69.35, 5.76, 0.03, 5.06, 0.0
0.0, 0.02, 27.41, 0.0, 51.77, 8.1, 0.03, 12.67, 0.0
0.0, 0.02, 31.02, 0.0, 43.8, 8.18, 0.01, 16.98, 0.0
0.0, 0.02, 31.79, 0.0, 40.75, 7.81, 0.01, 19.63, 0.0
0.0, 0.04, 32.49, 0.0, 39.18, 8.13, 0.0, 20.17, 0.0
0.0, 0.02, 32.67, 0.0, 38.52, 8.21, 0.0, 20.58, 0.0
0.0, 0.02, 32.61, 0.0, 38.32, 8.27, 0.0, 20.79, 0.0
0.0, 0.02, 33.06, 0.0, 38.16, 8.06, 0.0, 20.7, 0.0
0.0, 0.02, 34.53, 0.0, 36.44, 8.29, 0.0, 20.72, 0.0
0.0, 0.02, 36.9, 0.0, 34.11, 8.66, 0.0, 20.31, 0.0
0.0, 0.02, 31.75, 0.0, 38.49, 7.59, 0.0, 22.16, 0.0
0.0, 0.02, 37.76, 0.0, 33.7, 8.68, 0.0, 19.84, 0.0
0.0, 0.03, 40.8, 0.0, 28.77, 9.76, 0.0, 20.65, 0.0
0.0, 0.03, 33.09, 0.0, 37.28, 8.24, 0.0, 21.35, 0.0
0.0, 0.04, 33.44, 0.0, 37.31, 8.13, 0.0, 21.08, 0.0
0.0, 0.06, 35.19, 0.0, 35.73, 8.41, 0.0, 20.61, 0.0
0.0, 0.05, 35.51, 0.0, 35.66, 8.15, 0.01, 20.61, 0.0
0.0, 0.02, 37.06, 0.0, 33.55, 9.32, 0.0, 20.05, 0.0
0.0, 0.04, 35.18, 0.0, 35.75, 8.5, 0.0, 20.52, 0.0
0.0, 0.02, 37.45, 0.0, 33.93, 8.67, 0.0, 19.94, 0.0
