usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 26.22, 0.0, 58.29, 7.51, 0.03, 7.94, 0.0
0.0, 0.02, 30.82, 0.0, 43.25, 7.7, 0.01, 18.2, 0.0
0.0, 0.02, 32.11, 0.0, 39.46, 7.69, 0.01, 20.72, 0.0
0.0, 0.02, 32.53, 0.0, 38.46, 7.84, 0.0, 21.15, 0.0
0.0, 0.02, 31.62, 0.0, 38.41, 7.86, 0.0, 22.1, 0.0
0.0, 0.02, 33.62, 0.0, 36.24, 8.26, 0.0, 21.87, 0.0
0.0, 0.02, 37.09, 0.0, 32.9, 8.55, 0.0, 21.44, 0.0
0.0, 0.02, 37.0, 0.0, 33.21, 8.88, 0.0, 20.9, 0.0
0.0, 0.05, 37.0, 0.0, 32.85, 9.21, 0.0, 20.89, 0.0
0.0, 0.02, 31.8, 0.0, 37.56, 7.93, 0.0, 22.69, 0.0
0.0, 0.02, 37.81, 0.0, 32.46, 8.72, 0.0, 20.99, 0.0
0.0, 0.05, 38.71, 0.0, 31.31, 9.03, 0.0, 20.9, 0.0
0.0, 0.01, 44.86, 0.0, 24.78, 10.1, 0.0, 20.25, 0.0
0.0, 0.02, 39.77, 0.0, 30.23, 9.15, 0.0, 20.84, 0.0
0.0, 0.03, 33.5, 0.0, 36.14, 8.0, 0.0, 22.33, 0.0
0.0, 0.02, 37.5, 0.0, 32.18, 8.9, 0.0, 21.41, 0.0
0.0, 0.03, 43.39, 0.0, 26.8, 10.2, 0.0, 19.58, 0.0
0.0, 0.04, 35.27, 0.0, 34.48, 8.28, 0.0, 21.94, 0.0
0.0, 0.03, 34.91, 0.0, 34.84, 8.07, 0.0, 22.15, 0.0
0.0, 0.01, 39.93, 0.0, 29.32, 9.34, 0.01, 21.4, 0.0
