usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.03, 37.03, 0.0, 32.63, 9.05, 0.0, 21.26, 0.0
0.0, 0.04, 42.04, 0.0, 28.06, 10.02, 0.0, 19.85, 0.0
0.0, 0.03, 38.41, 0.0, 31.7, 9.25, 0.0, 20.61, 0.0
0.0, 0.05, 35.93, 0.0, 33.73, 8.52, 0.01, 21.77, 0.0
0.0, 0.03, 35.97, 0.0, 33.94, 8.38, 0.0, 21.68, 0.0
0.0, 0.03, 29.38, 0.0, 42.35, 7.02, 0.0, 21.22, 0.0
0.0, 0.07, 39.52, 0.0, 30.62, 9.07, 0.0, 20.72, 0.0
0.0, 0.04, 37.73, 0.0, 31.76, 9.34, 0.0, 21.13, 0.0
0.0, 0.04, 30.74, 0.0, 38.34, 7.72, 0.0, 23.16, 0.0
0.0, 0.06, 42.35, 0.0, 28.33, 9.46, 0.0, 19.8, 0.0
0.0, 0.02, 43.04, 0.0, 27.67, 9.86, 0.0, 19.41, 0.0
0.0, 0.03, 37.2, 0.0, 32.03, 9.09, 0.0, 21.65, 0.0
0.0, 0.02, 43.76, 0.0, 26.2, 10.15, 0.0, 19.87, 0.0
0.0, 0.02, 31.55, 0.0, 38.05, 7.57, 0.0, 22.82, 0.0
0.0, 0.02, 41.83, 0.0, 28.17, 9.63, 0.0, 20.35, 0.0
0.0, 0.04, 35.79, 0.0, 33.9, 8.63, 0.01, 21.64, 0.0
