16.2, 2.47, 9.78, 7.17485714286, 8.54285714286
16.72, 2.78, 10.83, 5.36842857143, 21.3
17.97, 3.27, 14.37, 5.26485714286, 20.0285714286
31.3, 4.23, 16.59, 3.56314285714, 19.8714285714
31.25, 4.2, 16.61, 4.57957142857, 6.02857142857
32.94, 4.88, 19.18, 3.65414285714, 6.61428571429
45.61, 6.06, 22.98, 2.795, 5.45714285714
45.63, 5.94, 23.11, 2.773, 4.94285714286
49.35, 6.98, 28.36, 2.089, 18.8571428571
60.74, 8.2, 30.4, 2.19585714286, 19.7571428571
65.07, 9.36, 35.69, 1.91957142857, 9.28571428571
65.42, 9.65, 36.84, 3.326, 5.84285714286
81.51, 11.84, 45.09, 1.38014285714, 23.4285714286
89.61, 11.91, 45.58, 1.25457142857, 38.0
89.41, 11.73, 45.59, 1.10928571429, 25.5714285714
89.7, 11.99, 45.63, 1.21942857143, 25.5714285714
89.25, 12.13, 45.65, 1.33242857143, 13.7142857143
89.07, 12.18, 45.75, 5.62114285714, 13.5714285714
89.52, 12.46, 45.77, 1.34514285714, 13.5714285714
89.21, 11.82, 45.78, 1.26485714286, 26.5714285714
89.08, 12.12, 45.85, 1.148, 27.1428571429
88.99, 12.16, 45.86, 1.22328571429, 27.0
89.46, 12.28, 45.86, 1.40985714286, 12.8571428571
89.28, 12.32, 45.91, 1.47157142857, 25.7142857143
90.07, 12.52, 45.92, 3.09842857143, 12.5714285714
89.01, 12.13, 45.97, 1.235, 26.8571428571
89.24, 12.16, 46.07, 1.60271428571, 13.5714285714
89.98, 12.15, 46.08, 1.79114285714, 25.2857142857
89.09, 12.1, 46.1, 1.36785714286, 15.1428571429
89.23, 11.99, 46.1, 1.94371428571, 14.8571428571
82.21, 11.73, 46.18, 1.31514285714, 27.2857142857
90.2, 12.25, 46.23, 1.72214285714, 11.1857142857
90.7, 12.26, 46.23, 2.38571428571, 18.2714285714
90.64, 12.18, 46.48, 1.35357142857, 18.4428571429
90.58, 12.35, 46.77, 1.37828571429, 20.5571428571
88.17, 13.65, 53.19, 1.43057142857, 5.31428571429
