usr, nice, sys, iowait, irq, soft, steal, guest, idle
6.6, 0.0, 25.06, 0.02, 0.06, 4.15, 0.0, 0.0, 64.1
9.64, 0.0, 33.28, 0.01, 0.03, 11.55, 0.0, 0.0, 45.49
10.25, 0.0, 35.98, 0.02, 0.01, 16.39, 0.0, 0.0, 37.36
9.71, 0.0, 36.84, 0.02, 0.0, 19.82, 0.0, 0.0, 33.61
9.24, 0.0, 37.03, 0.03, 0.0, 20.94, 0.0, 0.0, 32.76
9.27, 0.0, 36.56, 0.02, 0.0, 21.52, 0.0, 0.0, 32.63
8.78, 0.0, 36.61, 0.02, 0.0, 21.92, 0.0, 0.0, 32.67
9.24, 0.0, 37.56, 0.01, 0.0, 21.59, 0.0, 0.0, 31.6
9.67, 0.0, 39.74, 0.02, 0.0, 20.82, 0.0, 0.0, 29.75
8.85, 0.0, 37.11, 0.02, 0.0, 22.0, 0.0, 0.0, 32.01
9.39, 0.0, 36.76, 0.02, 0.0, 21.79, 0.0, 0.0, 32.04
8.98, 0.0, 37.55, 0.02, 0.0, 22.02, 0.0, 0.0, 31.43
10.74, 0.0, 46.7, 0.03, 0.0, 18.61, 0.0, 0.0, 23.93
9.37, 0.0, 38.7, 0.01, 0.0, 21.79, 0.0, 0.0, 30.13
8.96, 0.0, 37.0, 0.03, 0.0, 22.15, 0.0, 0.0, 31.87
9.77, 0.0, 40.94, 0.02, 0.0, 20.9, 0.0, 0.0, 28.37
9.61, 0.0, 41.68, 0.02, 0.0, 20.74, 0.0, 0.0, 27.94
9.19, 0.0, 38.92, 0.03, 0.0, 21.71, 0.0, 0.0, 30.15
10.88, 0.0, 46.19, 0.02, 0.0, 19.47, 0.0, 0.0, 23.44
11.0, 0.0, 47.46, 0.01, 0.0, 18.84, 0.0, 0.0, 22.7
