ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
20219.8214286, 12248.9228571, 6132.70571429, 0.095, 780.855714286,0.118571428571,6.6, 0.0, 25.06, 0.02, 0.06, 4.15, 0.0, 0.0, 64.1
33254.6271429, 19105.5357143, 11125.8771429, 0.116857142857, 1284.23857143,0.274285714286,9.64, 0.0, 33.28, 0.01, 0.03, 11.55, 0.0, 0.0, 45.49
42360.0514286, 22880.2485714, 15628.79, 0.138285714286, 1635.88714286,0.398571428571,10.25, 0.0, 35.98, 0.02, 0.01, 16.39, 0.0, 0.0, 37.36
49574.2842857, 24551.4042857, 20516.0128571, 0.158142857143, 1914.49142857,0.451428571429,9.71, 0.0, 36.84, 0.02, 0.0, 19.82, 0.0, 0.0, 33.61
54392.9757143, 26252.4385714, 23195.5657143, 0.180428571429, 2100.58285714,0.384285714286,9.24, 0.0, 37.03, 0.03, 0.0, 20.94, 0.0, 0.0, 32.76
56087.9257143, 25082.5485714, 25906.2757143, 0.210714285714, 2166.04,0.452857142857,9.27, 0.0, 36.56, 0.02, 0.0, 21.52, 0.0, 0.0, 32.63
54244.3971429, 21902.3042857, 27410.57, 0.246571428571, 2094.84,0.517142857143,8.78, 0.0, 36.61, 0.02, 0.0, 21.92, 0.0, 0.0, 32.67
58911.9771429, 23805.9285714, 29750.1628571, 0.277857142857, 2275.08571429,0.65,9.24, 0.0, 37.56, 0.01, 0.0, 21.59, 0.0, 0.0, 31.6
59043.9757143, 21187.3228571, 32488.7671429, 0.301714285714, 2280.17142857,0.657142857143,9.67, 0.0, 39.74, 0.02, 0.0, 20.82, 0.0, 0.0, 29.75
58683.4857143, 21515.5942857, 31832.7128571, 0.346285714286, 2266.24428571,0.8,8.85, 0.0, 37.11, 0.02, 0.0, 22.0, 0.0, 0.0, 32.01
57944.0257143, 19068.76, 33607.2642857, 0.39, 2237.67142857,0.945714285714,9.39, 0.0, 36.76, 0.02, 0.0, 21.79, 0.0, 0.0, 32.04
57537.2985714, 18408.9757143, 33897.2714286, 0.414, 2221.96285714,1.07142857143,8.98, 0.0, 37.55, 0.02, 0.0, 22.02, 0.0, 0.0, 31.43
64690.1014286, 19621.1357143, 39187.6185714, 0.401142857143, 2498.19285714,0.818571428571,10.74, 0.0, 46.7, 0.03, 0.0, 18.61, 0.0, 0.0, 23.93
56784.5257143, 15257.59, 36364.2814286, 0.474, 2192.86571429,1.04285714286,9.37, 0.0, 38.7, 0.01, 0.0, 21.79, 0.0, 0.0, 30.13
59119.5728571, 15227.8285714, 38516.7642857, 0.522, 2283.02571429,1.3,8.96, 0.0, 37.0, 0.03, 0.0, 22.15, 0.0, 0.0, 31.87
60521.4885714, 16802.2528571, 38216.7785714, 0.526, 2337.16428571,1.51428571429,9.77, 0.0, 40.94, 0.02, 0.0, 20.9, 0.0, 0.0, 28.37
60825.1428571, 15500.3671429, 39794.6885714, 0.556285714286, 2348.87571429,1.34285714286,9.61, 0.0, 41.68, 0.02, 0.0, 20.74, 0.0, 0.0, 27.94
60182.59, 13037.02, 41673.8542857, 0.609428571429, 2324.05142857,1.4,9.19, 0.0, 38.92, 0.03, 0.0, 21.71, 0.0, 0.0, 30.15
62559.3671429, 14661.8071429, 42209.7742857, 0.584857142857, 2415.83857143,1.2,10.88, 0.0, 46.19, 0.02, 0.0, 19.47, 0.0, 0.0, 23.44
62654.6257143, 14796.7128571, 42161.4542857, 0.614571428571, 2419.50857143,1.28571428571,11.0, 0.0, 47.46, 0.01, 0.0, 18.84, 0.0, 0.0, 22.7
