ops/s, hits/s, miss/s, latency, KB/s
17332.7442857, 2425.96857143, 13330.8457143, 0.927428571429, 700.175714286
15894.0614286, 6313.12857143, 8135.91071429, 0.499357142857, 796.386428571
13910.6828571, 7709.74047619, 4936.23666667, 0.430714285714, 778.891904762
13155.0757143, 9050.26964286, 2908.83285714, 0.3025, 802.358928571
12476.1762857, 9519.21542857, 1822.71571429, 0.245542857143, 795.386285714
12343.287381, 9757.4252381, 1463.70047619, 0.263380952381, 798.63452381
10982.0677551, 8686.72734694, 1296.92918367, 0.272428571429, 709.666734694
9188.9975, 7647.17553571, 706.4275, 0.212428571429, 607.283392857
8526.09253968, 7127.31698413, 623.644444444, 0.228936507937, 563.786825397
7912.55342857, 6614.31042857, 578.889714286, 0.247, 522.371142857
