usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 12.08, 0.0, 83.3, 2.92, 0.0, 1.69, 0.0
0.0, 0.01, 22.8, 0.0, 65.7, 6.01, 0.0, 5.49, 0.0
0.0, 0.02, 29.63, 0.0, 50.49, 7.67, 0.0, 12.19, 0.0
0.0, 0.04, 35.7, 0.0, 36.58, 9.5, 0.0, 18.19, 0.0
0.0, 0.02, 40.73, 0.0, 24.68, 10.8, 0.0, 23.77, 0.0
0.0, 0.01, 47.8, 0.0, 11.39, 12.86, 0.0, 27.95, 0.0
0.0, 0.01, 48.57, 0.0, 10.45, 12.89, 0.0, 28.09, 0.0
0.0, 0.01, 47.89, 0.0, 11.03, 13.12, 0.0, 27.95, 0.0
0.0, 0.01, 47.13, 0.0, 10.96, 13.55, 0.0, 28.35, 0.0
0.0, 0.01, 47.73, 0.0, 10.56, 13.41, 0.0, 28.29, 0.0
