ops/s, hits/s, miss/s, latency, KB/s
11914.047381, 10810.135873, 20.7775396825, 0.414833333333, 1235.84714286
12022.1719841, 10733.9546032, 195.253968254, 0.412523809524, 1984.39793651
9852.98825397, 7514.47285714, 1442.75198413, 0.502396825397, 2506.20769841
6471.16246032, 4647.54587302, 1235.2902381, 0.770023809524, 2880.08373016
3769.40222222, 2588.95087302, 837.738571429, 1.32698412698, 3085.89031746
2088.08206349, 1317.2131746, 581.006269841, 2.41667460317, 3098.3431746
841.898253968, 700.538888889, 64.7835714286, 6.19222222222, 3143.80238095
461.880634921, 349.035079365, 70.8196031746, 11.3774603175, 3147.51468254
230.075079365, 173.358809524, 35.7626190476, 22.8821746032, 3118.65079365
115.838333333, 87.3975396825, 17.8754761905, 46.6543412698, 3139.6431746
49.666984127, 43.9107142857, 1.20357142857, 101.273539683, 3103.82722222
29.2218253968, 21.983015873, 4.54507936508, 185.175857143, 3159.91507937
26.2038888889, 10.9795238095, 12.7982539683, 290.808769841, 3432.96214286
14.254047619, 5.49079365079, 7.42388888889, 580.926404762, 3497.40968254
