ops/s, hits/s, miss/s, latency, KB/s
49875.0771429, 45340.89, 0.0, 0.117, 2066.91047619
49109.3914286, 44644.8080952, 0.0, 0.119047619048, 2314.21619048
47064.9057143, 42786.1933333, 0.0, 0.124095238095, 2752.71761905
30566.712381, 27787.83, 0.0, 0.192761904762, 2482.50666667
17229.617619, 15662.5166667, 0.677142857143, 0.34680952381, 2182.55571429
8746.04238095, 7933.80238095, 17.0638095238, 0.691904761905, 1903.10904762
4568.1647619, 4078.53571429, 74.2471428571, 1.35052380952, 1824.88428571
2435.21142857, 2044.72761905, 168.997142857, 2.56457142857, 1858.97666667
1255.64761905, 1024.9, 116.513333333, 4.9219047619, 1872.65428571
576.844285714, 514.71, 9.6080952381, 10.7181904762, 1701.47238095
426.84952381, 257.140952381, 130.811904762, 15.2771904762, 2504.63952381
280.877619048, 129.325714286, 125.924761905, 25.6457142857, 3290.23
142.357619048, 64.8885714286, 64.43, 51.2685238095, 3343.21857143
49.039047619, 32.2319047619, 12.2657142857, 156.14247619, 2326.41333333
