ops/s, hits/s, miss/s, latency, KB/s
42803.1471429, 23825.8457143, 15086.0114286, 0.135857142857, 1652.99714286
53976.0871429, 27444.4414286, 21624.5485714, 0.219428571429, 2084.47142857
62582.2185714, 28135.86, 28756.7814286, 0.283714285714, 2416.83
59898.21, 23717.0028571, 30735.5585714, 0.396428571429, 2313.15857143
63400.3585714, 22756.7185714, 34879.5185714, 0.469714285714, 2448.38714286
64257.2042857, 19383.05, 39032.04, 0.556571428571, 2481.43571429
62279.6371429, 17303.5871429, 39313.6714286, 0.648857142857, 2405.06285714
66225.7328571, 16832.8542857, 43371.6614286, 0.721285714286, 2557.43571429
74790.3571429, 18176.0085714, 49814.37, 0.725714285714, 2888.15
61718.45, 12322.1028571, 43784.6657143, 1.00271428571, 2383.37
65645.9314286, 12325.5371429, 47351.5985714, 1.00185714286, 2535.03142857
69937.3871429, 11608.5628571, 51969.9071429, 0.993, 2700.74142857
61041.8342857, 8990.88571429, 46500.5128571, 1.27571428571, 2357.24428571
71014.43, 10450.0085714, 54107.2971429, 1.21985714286, 2742.35857143
66871.6357143, 9000.48428571, 51790.48, 1.39014285714, 2582.39714286
