ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
15854.1114286, 6894.31142857, 7518.32571429, 0.760714285714, 818.504285714,1.02857142857,0.0, 0.02, 11.15, 0.0, 83.59, 2.88, 0.0, 2.37, 0.0
16299.4485714, 4834.38, 9983.10928571, 0.736357142857, 754.237142857,1.17857142857,0.0, 0.02, 24.13, 0.0, 65.0, 6.06, 0.0, 4.78, 0.0
14085.4742857, 5165.51095238, 7639.29, 0.866047619048, 688.102857143,1.27619047619,0.0, 0.01, 29.42, 0.0, 50.79, 7.71, 0.0, 12.07, 0.0
13108.3892857, 5554.16071429, 6362.375, 0.937714285714, 667.590714286,1.375,0.0, 0.04, 35.95, 0.0, 36.33, 9.15, 0.0, 18.53, 0.0
12464.2528571, 5737.81657143, 5593.14314286, 0.994685714286, 650.965428571,1.51714285714,0.0, 0.02, 39.94, 0.0, 24.76, 10.7, 0.0, 24.58, 0.0
12611.2657143, 6652.93714286, 4811.66428571, 1.04723809524, 689.662142857,1.60928571429,0.0, 0.01, 47.24, 0.0, 10.96, 12.55, 0.0, 29.23, 0.0
11122.0032653, 5804.62653061, 4306.10387755, 1.09504081633, 604.736122449,6.98571428571,0.0, 0.01, 46.96, 0.0, 10.58, 12.57, 0.0, 29.89, 0.0
10074.7757143, 5458.12482143, 3700.58, 1.19119642857, 554.367321429,9.63928571429,0.0, 0.01, 47.92, 0.0, 9.81, 12.92, 0.0, 29.36, 0.0
9210.78825397, 5101.99365079, 3271.26777778, 1.30547619048, 510.141428571,12.1111111111,0.0, 0.01, 47.71, 0.0, 9.76, 12.75, 0.0, 29.78, 0.0
8551.96228571, 4757.17085714, 3017.15328571, 1.40378571429, 473.502428571,12.8,0.0, 0.01, 48.09, 0.0, 9.45, 12.94, 0.0, 29.5, 0.0
8133.13324675, 4644.28, 2749.29844156, 1.48876623377, 454.877402597,12.2064935065,0.0, 0.01, 48.6, 0.0, 9.01, 12.8, 0.0, 29.59, 0.0
7594.68952381, 4408.46714286, 2495.61083333, 1.62583333333, 427.4925,12.3488095238,0.0, 0.01, 47.26, 0.0, 9.99, 12.76, 0.0, 29.98, 0.0
