ops/s, hits/s, miss/s, latency, KB/s
17463.3714286, 2487.81571429, 13387.7142857, 0.928428571429, 707.112857143
17177.1664286, 7266.93285714, 8348.55, 0.464357142857, 877.592857143
14770.5409524, 8958.51380952, 4469.17571429, 0.334380952381, 856.434761905
13300.6307143, 9180.75, 2910.66857143, 0.311357142857, 812.396785714
12379.0554286, 9441.67714286, 1811.96342857, 0.243771428571, 789.064571429
11389.0807143, 9402.56261905, 951.117142857, 0.171880952381, 752.11047619
10117.7465306, 8336.06183673, 861.859795918, 0.192591836735, 666.501836735
9196.58303571, 7664.69303571, 695.807142857, 0.213303571429, 608.211071429
5954.02777778, 5096.30380952, 316.432698413, 0.161619047619, 398.245555556
5801.548, 4985.82585714, 288.295142857, 0.165657142857, 388.192428571
