usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 41.87, 0.0, 29.46, 11.97, 0.05, 16.64, 0.0
0.0, 0.01, 41.2, 0.0, 29.62, 11.89, 0.06, 17.23, 0.0
0.0, 0.01, 41.87, 0.0, 29.89, 11.87, 0.03, 16.33, 0.0
0.0, 0.01, 41.99, 0.0, 30.31, 12.0, 0.04, 15.66, 0.0
0.0, 0.01, 41.75, 0.0, 30.21, 11.56, 0.06, 16.41, 0.0
0.0, 0.01, 41.72, 0.0, 29.95, 11.75, 0.04, 16.53, 0.0
0.0, 0.01, 41.25, 0.0, 29.83, 11.13, 0.05, 17.75, 0.0
0.0, 0.04, 40.31, 0.0, 32.45, 11.03, 0.07, 16.11, 0.0
0.0, 0.01, 39.08, 0.0, 34.92, 11.17, 0.07, 14.76, 0.0
0.0, 0.01, 31.46, 0.0, 49.38, 9.26, 0.05, 9.84, 0.0
0.0, 0.01, 28.04, 0.0, 56.83, 7.08, 0.02, 8.02, 0.0
0.0, 0.02, 20.95, 0.0, 69.38, 5.18, 0.03, 4.44, 0.0
0.0, 0.01, 14.76, 0.0, 79.17, 3.39, 0.01, 2.66, 0.0
0.0, 0.05, 10.83, 0.0, 84.67, 2.63, 0.01, 1.8, 0.0
0.0, 0.03, 8.77, 0.0, 88.08, 1.95, 0.01, 1.16, 0.0
0.0, 0.02, 6.83, 0.0, 91.05, 1.35, 0.01, 0.75, 0.0
0.0, 0.03, 5.08, 0.0, 93.33, 1.07, 0.01, 0.49, 0.0
0.0, 0.02, 4.36, 0.0, 94.09, 0.94, 0.01, 0.59, 0.0
0.0, 0.04, 4.11, 0.0, 94.32, 0.79, 0.01, 0.73, 0.0
