usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 36.52, 0.0, 45.25, 9.79, 0.03, 8.4, 0.0
0.0, 0.02, 41.95, 0.0, 28.88, 10.56, 0.0, 18.59, 0.0
0.0, 0.02, 43.67, 0.0, 27.69, 10.52, 0.0, 18.09, 0.0
0.0, 0.01, 42.34, 0.0, 28.1, 10.35, 0.0, 19.21, 0.0
0.0, 0.03, 41.74, 0.0, 25.36, 10.42, 0.0, 22.45, 0.0
0.0, 0.01, 42.93, 0.0, 27.12, 10.44, 0.0, 19.51, 0.0
0.0, 0.03, 42.25, 0.0, 28.23, 10.24, 0.01, 19.25, 0.0
0.0, 0.01, 42.17, 0.0, 28.21, 10.31, 0.0, 19.29, 0.0
0.0, 0.02, 42.18, 0.0, 27.97, 10.77, 0.0, 19.06, 0.0
0.0, 0.01, 42.02, 0.0, 27.1, 10.68, 0.0, 20.19, 0.0
0.0, 0.03, 41.9, 0.0, 27.87, 10.67, 0.0, 19.54, 0.0
0.0, 0.02, 42.22, 0.0, 27.55, 10.7, 0.0, 19.52, 0.0
0.0, 0.01, 41.73, 0.0, 27.94, 10.77, 0.01, 19.55, 0.0
0.0, 0.01, 41.54, 0.0, 28.21, 10.57, 0.0, 19.67, 0.0
0.0, 0.01, 41.99, 0.0, 27.78, 10.49, 0.0, 19.73, 0.0
0.0, 0.02, 42.02, 0.0, 27.95, 10.33, 0.0, 19.68, 0.0
0.0, 0.02, 42.38, 0.0, 28.1, 10.53, 0.0, 18.97, 0.0
0.0, 0.01, 41.77, 0.0, 28.24, 10.7, 0.0, 19.29, 0.0
0.0, 0.01, 41.94, 0.0, 28.14, 10.61, 0.01, 19.3, 0.0
0.0, 0.01, 42.03, 0.0, 28.32, 10.46, 0.0, 19.19, 0.0
