ops/s, hits/s, miss/s, latency, KB/s
38349.3385714, 32214.1557143, 2648.82428571, 0.100571428571, 1480.98142857
58535.2014286, 49907.7742857, 3305.92428571, 0.133142857143, 2260.54
64787.0628571, 55221.93, 3675.23, 0.181142857143, 2501.98142857
65330.24, 55675.5985714, 3715.28428571, 0.241, 2522.94714286
67867.6785714, 57820.3357143, 3877.26142857, 0.291571428571, 2620.93428571
67057.0085714, 57112.2257143, 3848.27428571, 0.354285714286, 2589.60857143
64415.2971429, 54861.9471429, 3696.99428571, 0.419, 2487.57714286
65646.59, 55910.8328571, 3767.37571429, 0.481571428571, 2535.11857143
68817.4171429, 58610.8142857, 3949.91571429, 0.535571428571, 2657.55714286
66754.4057143, 56857.2514286, 3827.96714286, 0.588571428571, 2577.87428571
64464.4057143, 54906.35, 3697.02428571, 0.657857142857, 2489.42714286
67156.2271429, 57198.3528571, 3852.00857143, 0.712, 2593.36857143
64693.1614286, 55096.4242857, 3714.77571429, 0.774857142857, 2498.24428571
66621.9714286, 56737.0542857, 3827.52571429, 0.836857142857, 2572.72
65072.6957143, 55415.4657143, 3740.68857143, 0.888571428571, 2512.88857143
66908.3685714, 56968.3957143, 3856.43142857, 0.953, 2583.77714286
67167.9614286, 57188.6642857, 3872.18428571, 1.00914285714, 2593.80142857
68948.1628571, 58701.0, 3978.05, 1.07714285714, 2662.55714286
67119.8085714, 57143.9942857, 3872.82285714, 1.12928571429, 2591.95714286
66762.8728571, 56841.1957143, 3851.05571429, 1.19585714286, 2578.17571429
