usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.02, 11.05, 0.0, 83.68, 2.66, 0.0, 2.59, 0.0
0.0, 0.02, 20.68, 0.0, 66.92, 5.47, 0.0, 6.91, 0.0
0.0, 0.01, 29.19, 0.0, 50.63, 7.72, 0.0, 12.45, 0.0
0.0, 0.01, 41.84, 0.0, 31.7, 10.99, 0.0, 15.46, 0.0
0.0, 0.06, 38.8, 0.0, 27.73, 10.57, 0.0, 22.84, 0.0
0.0, 0.02, 45.85, 0.0, 14.91, 12.59, 0.0, 26.63, 0.0
0.0, 0.01, 47.61, 0.0, 11.46, 13.06, 0.0, 27.86, 0.0
0.0, 0.02, 47.54, 0.0, 11.04, 13.62, 0.01, 27.78, 0.0
0.0, 0.01, 47.33, 0.0, 10.84, 13.97, 0.0, 27.85, 0.0
0.0, 0.02, 46.93, 0.0, 10.9, 13.42, 0.01, 28.74, 0.0
