ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
15562.0257143, 1996.37714286, 12150.6614286, 0.999857142857, 621.73,1.41428571429,0.0, 0.02, 11.05, 0.0, 83.68, 2.66, 0.0, 2.59, 0.0
14909.865, 5553.66214286, 8000.64785714, 0.536142857143, 733.035,0.76,0.0, 0.02, 20.68, 0.0, 66.92, 5.47, 0.0, 6.91, 0.0
13980.5957143, 7674.05619048, 5035.48666667, 0.432047619048, 779.971428571,0.6,0.0, 0.01, 29.19, 0.0, 50.63, 7.72, 0.0, 12.45, 0.0
14341.6760714, 10082.5475, 2955.27535714, 0.273142857143, 882.958214286,0.363571428571,0.0, 0.01, 41.84, 0.0, 31.7, 10.99, 0.0, 15.46, 0.0
12559.5714286, 9628.324, 1789.42628571, 0.243571428571, 802.435428571,0.351142857143,0.0, 0.06, 38.8, 0.0, 27.73, 10.57, 0.0, 22.84, 0.0
12446.427619, 9872.49904762, 1442.38928571, 0.249761904762, 806.585952381,0.402619047619,0.0, 0.02, 45.85, 0.0, 14.91, 12.59, 0.0, 26.63, 0.0
10998.2771429, 8688.55265306, 1309.83346939, 0.267836734694, 710.296326531,0.649183673469,0.0, 0.01, 47.61, 0.0, 11.46, 13.06, 0.0, 27.86, 0.0
9189.89428571, 7645.51571429, 708.905357143, 0.212035714286, 607.249821429,0.644285714286,0.0, 0.02, 47.54, 0.0, 11.04, 13.62, 0.01, 27.78, 0.0
8438.15015873, 7045.04333333, 625.973809524, 0.233301587302, 557.636666667,0.949047619048,0.0, 0.01, 47.33, 0.0, 10.84, 13.97, 0.0, 27.85, 0.0
7904.15785714, 6611.99557143, 573.573714286, 0.247471428571, 521.995428571,1.37385714286,0.0, 0.02, 46.93, 0.0, 10.9, 13.42, 0.01, 28.74, 0.0
