ops/s, hits/s, miss/s, latency, KB/s
15562.0257143, 1996.37714286, 12150.6614286, 0.999857142857, 621.73
14909.865, 5553.66214286, 8000.64785714, 0.536142857143, 733.035
13980.5957143, 7674.05619048, 5035.48666667, 0.432047619048, 779.971428571
14341.6760714, 10082.5475, 2955.27535714, 0.273142857143, 882.958214286
12559.5714286, 9628.324, 1789.42628571, 0.243571428571, 802.435428571
12446.427619, 9872.49904762, 1442.38928571, 0.249761904762, 806.585952381
10998.2771429, 8688.55265306, 1309.83346939, 0.267836734694, 710.296326531
9189.89428571, 7645.51571429, 708.905357143, 0.212035714286, 607.249821429
8438.15015873, 7045.04333333, 625.973809524, 0.233301587302, 557.636666667
7904.15785714, 6611.99557143, 573.573714286, 0.247471428571, 521.995428571
