ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
18073.72, 14957.2371429, 1473.35285714, 0.219, 685.908571429,0.334285714286,0.0, 0.03, 10.74, 0.0, 83.62, 2.79, 0.0, 2.82, 0.0
16286.5757143, 12648.0364286, 2157.88071429, 0.245071428571, 620.859285714,0.390714285714,0.0, 0.02, 19.8, 0.0, 67.12, 4.91, 0.0, 8.14, 0.0
15863.4590476, 11372.1752381, 3049.09333333, 0.254476190476, 607.127619048,0.417142857143,0.0, 0.01, 31.2, 0.0, 49.07, 7.22, 0.0, 12.5, 0.0
14366.6339286, 9424.86892857, 3635.64607143, 0.2915, 550.361071429,0.480357142857,0.0, 0.07, 33.72, 0.0, 37.34, 8.4, 0.0, 20.47, 0.0
13977.036, 8449.87971429, 4256.458, 0.314314285714, 536.938285714,0.549428571429,0.0, 0.06, 39.34, 0.0, 24.67, 9.42, 0.0, 26.51, 0.0
13806.8569048, 7921.48119048, 4630.14714286, 0.337023809524, 530.137142857,0.644047619048,0.0, 0.01, 46.48, 0.0, 11.45, 11.05, 0.0, 31.01, 0.0
12345.7361224, 6253.48489796, 4969.84938776, 0.321387755102, 474.343469388,0.92387755102,0.0, 0.01, 46.86, 0.0, 10.74, 11.07, 0.0, 31.32, 0.0
11208.1282143, 5124.37678571, 5064.77017857, 0.352946428571, 431.044107143,1.775,0.0, 0.01, 47.25, 0.0, 9.83, 10.81, 0.0, 32.11, 0.0
10354.5873016, 4265.57047619, 5147.63333333, 0.391888888889, 398.803015873,4.67777777778,0.0, 0.01, 47.45, 0.0, 9.61, 11.04, 0.0, 31.89, 0.0
9577.74642857, 3525.88985714, 5181.09085714, 0.4165, 369.201857143,6.27428571429,0.0, 0.01, 46.89, 0.0, 10.49, 10.78, 0.0, 31.84, 0.0
