usr, sys, cpu, latency, 99th
6.91666666667, 7.64, 16.23, 6.54619047619, 7.25238095238
7.73, 7.77666666667, 16.62, 6.33895238095, 7.0
6.93333333333, 7.95666666667, 16.4266666667, 6.56361904762, 7.28571428572
7.25333333333, 9.13666666667, 18.83, 6.0470952381, 6.83333333333
7.37, 9.28333333333, 19.1966666667, 6.08157142857, 6.93333333333
7.68333333333, 9.6, 19.77, 6.05880952381, 6.93333333333
