usr, nice, sys, iowait, irq, soft, steal, guest, idle
0.0, 0.01, 12.38, 0.0, 83.19, 3.02, 0.0, 1.4, 0.0
0.0, 0.01, 22.26, 0.0, 65.93, 6.05, 0.0, 5.74, 0.0
0.0, 0.01, 32.55, 0.0, 48.51, 8.47, 0.0, 10.46, 0.0
0.0, 0.02, 35.92, 0.0, 36.29, 9.9, 0.0, 17.87, 0.0
0.0, 0.06, 39.97, 0.0, 24.65, 11.0, 0.0, 24.32, 0.0
0.0, 0.01, 47.65, 0.0, 11.06, 12.57, 0.0, 28.71, 0.0
0.0, 0.02, 47.51, 0.0, 10.66, 12.63, 0.0, 29.17, 0.0
0.0, 0.01, 47.66, 0.0, 10.2, 12.89, 0.0, 29.25, 0.0
0.0, 0.01, 47.69, 0.0, 9.96, 12.6, 0.0, 29.75, 0.0
0.0, 0.01, 47.78, 0.0, 9.79, 12.91, 0.0, 29.51, 0.0
0.0, 0.01, 48.38, 0.0, 9.7, 12.66, 0.0, 29.25, 0.0
0.0, 0.01, 48.77, 0.0, 9.99, 12.99, 0.0, 28.24, 0.0
