ops/s, hits/s, miss/s, latency, KB/s
17711.9528571, 4679.55571429, 11422.0828571, 0.449714285714, 799.32
15627.5764286, 6126.71571429, 8080.045, 0.508214285714, 779.965
14771.5933333, 7196.73380952, 6231.85619048, 0.53780952381, 789.394761905
13188.1967857, 7048.07678571, 4941.06928571, 0.624928571429, 727.263571429
12507.6428571, 7092.76314286, 4277.70428571, 0.660285714286, 704.068
12647.0578571, 7937.36142857, 3559.84, 0.691976190476, 739.820952381
11105.3791837, 6901.18122449, 3194.49857143, 0.717775510204, 645.914489796
10070.1457143, 6479.80089286, 2674.75946429, 0.790267857143, 593.102321429
9392.40666667, 6141.71666667, 2396.7131746, 0.849793650794, 555.958730159
8639.80571429, 5638.73371429, 2215.51871429, 0.926014285714, 510.078428571
8112.91285714, 5398.05584416, 1977.2025974, 0.994571428571, 482.891948052
7602.87607143, 5115.335, 1796.24654762, 1.06939285714, 454.69047619
