ops/s, hits/s, miss/s, latency, KB/s,99% latency,usr, nice, sys, iowait, irq, soft, steal, guest, idle
28639.5180952, 57.5785714286, 25978.2990476, 0.101142857143, 1189.36428571,0.236666666667,8.0, 0.0, 30.5233333333, 0.0266666666667, 0.05, 7.29333333333, 0.0, 0.0, 54.11
43440.9409524, 73.8576190476, 39417.8085714, 0.134476190476, 1804.05571429,0.406666666667,9.25333333333, 0.0, 36.31, 0.0166666666667, 0.02, 16.71, 0.0, 0.0, 37.6866666667
53148.7590476, 78.2257142857, 48238.71, 0.165714285714, 2207.20190476,0.402380952381,8.35666666667, 0.0, 36.6633333333, 0.0166666666667, 0.00333333333333, 21.4766666667, 0.0, 0.0, 33.49
57316.2866667, 72.9557142857, 52032.5785714, 0.205761904762, 2380.27238095,0.448095238095,8.39333333333, 0.0, 37.4033333333, 0.0233333333333, 0.00666666666667, 21.8833333333, 0.0, 0.0, 32.3
59164.7604762, 67.4638095238, 53718.4657143, 0.249904761905, 2457.01380952,0.556666666667,8.80666666667, 0.0, 38.47, 0.0166666666667, 0.0, 22.0466666667, 0.0, 0.0, 30.6633333333
58957.6409524, 68.089047619, 53529.5019048, 0.302047619048, 2448.41904762,0.764285714286,8.70333333333, 0.0, 39.19, 0.0166666666667, 0.0, 20.9966666667, 0.0, 0.0, 31.09
60157.6085714, 57.3180952381, 54631.1052381, 0.338523809524, 2498.26238095,0.829523809524,9.14333333333, 0.0, 41.74, 0.02, 0.0, 20.78, 0.0, 0.0, 28.3166666667
62975.997619, 53.9857142857, 57196.5428571, 0.388, 2615.32333333,0.911904761905,9.23, 0.0, 41.5566666667, 0.0233333333333, 0.0, 21.0066666667, 0.0, 0.0, 28.1833333333
58596.8395238, 38.0357142857, 53231.4095238, 0.444857142857, 2433.47714286,1.0480952381,8.97333333333, 0.0, 40.38, 0.0166666666667, 0.0, 21.3766666667, 0.0, 0.0, 29.26
65467.0419048, 40.56, 59474.4752381, 0.465666666667, 2718.80142857,1.01142857143,9.66333333333, 0.0, 44.9566666667, 0.02, 0.0, 19.85, 0.0, 0.0, 25.51
63608.2585714, 33.8352380952, 57791.3561905, 0.521142857143, 2641.61809524,1.26,10.05, 0.0, 43.28, 0.0233333333333, 0.00333333333333, 20.2433333333, 0.0, 0.0, 26.4033333333
59429.2585714, 26.8547619048, 53999.2071429, 0.596857142857, 2468.07809524,1.42619047619,8.99, 0.0, 39.4066666667, 0.02, 0.0, 21.73, 0.0, 0.0, 29.8566666667
64223.0590476, 26.7295238095, 58357.2552381, 0.61219047619, 2667.1752381,1.3,9.81333333333, 0.0, 44.4166666667, 0.02, 0.0, 20.1766666667, 0.0, 0.0, 25.5733333333
59098.4080952, 17.180952381, 53708.0190476, 0.694857142857, 2454.35714286,1.51904761905,9.09, 0.0, 40.5733333333, 0.03, 0.00333333333333, 21.3466666667, 0.0, 0.0, 28.9633333333
65363.1304762, 21.9271428571, 59398.3847619, 0.70219047619, 2714.53666667,1.52380952381,9.73333333333, 0.0, 43.8733333333, 0.0133333333333, 0.0, 20.5233333333, 0.0, 0.0, 25.8566666667
61331.7228571, 23.4314285714, 55731.932381, 0.781666666667, 2547.10904762,1.8619047619,9.04333333333, 0.0, 41.0466666667, 0.0166666666667, 0.0, 21.4933333333, 0.0, 0.0, 28.3933333333
63979.1666667, 18.51, 58143.6228571, 0.788857142857, 2657.06666667,1.67142857143,9.91, 0.0, 45.4466666667, 0.0133333333333, 0.0, 20.1366666667, 0.0, 0.0, 24.4933333333
59671.0252381, 13.680952381, 54231.8904762, 0.885380952381, 2478.1447619,1.95238095238,9.60333333333, 0.0, 41.8233333333, 0.0266666666667, 0.0, 20.9266666667, 0.0, 0.0, 27.6133333333
62698.897619, 8.03571428571, 56990.0695238, 0.909333333333, 2603.8952381,1.87142857143,9.86333333333, 0.0, 43.84, 0.03, 0.0, 20.58, 0.0, 0.0, 25.6933333333
60182.7480952, 19470.8709524, 35240.1261905, 0.664285714286, 2324.05714286,1.6,9.71666666667, 0.0, 40.9233333333, 0.02, 0.0, 20.9366666667, 0.0, 0.0, 28.4033333333
