ops/s, hits/s, miss/s, latency, KB/s
28874.5985714, 25047.9533333, 1201.63380952, 0.100285714286, 1199.12714286
42609.722381, 35669.6509524, 3066.3652381, 0.137333333333, 1769.5347619
52044.2138095, 40521.2133333, 6791.57190476, 0.169476190476, 2161.32952381
55316.1985714, 48120.1252381, 2167.13809524, 0.213428571429, 2297.21809524
56264.647619, 48220.6904762, 2928.75952381, 0.263380952381, 2336.57571429
57769.1133333, 48952.7042857, 3564.38761905, 0.308904761905, 2399.06285714
56508.2695238, 45644.9928571, 5725.84095238, 0.360619047619, 2346.71904762
61686.3038095, 47098.7314286, 8979.34619048, 0.396095238095, 2561.76809524
57555.8133333, 44442.1090476, 7880.9452381, 0.463380952381, 2390.25047619
56677.6419048, 44394.9990476, 7129.67571429, 0.515142857143, 2353.79190476
61272.2942857, 45977.9552381, 9723.6, 0.549285714286, 2544.61142857
56671.6304762, 43291.0138095, 8228.10952381, 0.632238095238, 2353.56095238
62899.5309524, 44354.6261905, 12826.1871429, 0.617523809524, 2612.2047619
57236.9857143, 44323.8471429, 7709.15619048, 0.719476190476, 2377.05857143
59851.9895238, 44387.907619, 10022.3247619, 0.768857142857, 2485.65952381
58126.9542857, 41876.9195238, 10965.0366667, 0.823619047619, 2414.02952381
59448.13, 44521.6195238, 9521.37857143, 0.849619047619, 2468.89619048
59972.1547619, 43228.6657143, 11290.6285714, 0.900904761905, 2490.65285714
59421.69, 40288.4571429, 13730.3771429, 0.958619047619, 2467.79095238
63491.2628571, 57508.78, 209.93952381, 0.634619047619, 2451.82285714
