ops/s, hits/s, miss/s, latency, KB/s
76054.8604762, 56381.9538095, 12758.467619, 0.301857142857, 3009.95095238
77371.627619, 58008.0895238, 12329.3885714, 0.310285714286, 3062.06333333
79800.7066667, 59145.6285714, 13400.082381, 0.304142857143, 3158.19
77822.34, 57619.572381, 13127.6395238, 0.301523809524, 3079.89571429
77151.5661905, 57270.5995238, 12866.84, 0.300904761905, 3053.34
80602.9119048, 60777.8704762, 12497.1338095, 0.304761904762, 3189.9347619
78788.1142857, 58538.0828571, 13087.1138095, 0.301285714286, 3118.10857143
76194.5819048, 57424.5285714, 11842.9190476, 0.30480952381, 3015.47238095
79739.0557143, 58344.6014286, 14145.0719048, 0.301095238095, 3155.74333333
79658.9138095, 59298.7404762, 13118.0852381, 0.301380952381, 3152.58619048
76537.1261905, 58586.2190476, 10992.6366667, 0.303523809524, 3029.03428571
78474.9733333, 58111.7009524, 13228.8195238, 0.302761904762, 3105.72190476
80680.6728571, 59057.0880952, 14288.6119048, 0.300761904762, 3193.01142857
76205.9604762, 57614.9638095, 11662.8142857, 0.304952380952, 3015.92142857
75576.0038095, 56010.9871429, 12694.1271429, 0.307476190476, 2990.99380952
79748.5614286, 59438.0428571, 13060.277619, 0.304571428571, 3156.12380952
