usr, nice, sys, iowait, irq, soft, steal, guest, idle
12.54, 0.0, 43.36, 0.01, 0.05, 17.03, 0.0, 0.0, 27.01
12.64, 0.0, 44.0, 0.0, 0.04, 18.17, 0.0, 0.0, 25.14
12.66, 0.0, 44.05, 0.02, 0.05, 17.3, 0.0, 0.0, 25.92
12.65, 0.0, 45.59, 0.01, 0.04, 18.08, 0.0, 0.0, 23.63
12.74, 0.0, 44.5, 0.01, 0.03, 18.01, 0.0, 0.0, 24.73
12.61, 0.0, 44.62, 0.01, 0.03, 17.22, 0.0, 0.0, 25.5
12.64, 0.0, 43.85, 0.01, 0.05, 18.25, 0.0, 0.0, 25.2
12.65, 0.0, 44.18, 0.01, 0.04, 17.42, 0.0, 0.0, 25.69
12.14, 0.0, 42.45, 0.01, 0.04, 15.51, 0.0, 0.0, 29.85
9.98, 0.0, 33.82, 0.01, 0.04, 10.69, 0.0, 0.0, 45.45
7.77, 0.0, 29.66, 0.01, 0.03, 8.61, 0.0, 0.0, 53.92
5.44, 0.0, 22.45, 0.01, 0.04, 4.62, 0.0, 0.0, 67.43
3.82, 0.0, 16.27, 0.01, 0.04, 3.02, 0.0, 0.0, 76.84
2.98, 0.0, 11.8, 0.02, 0.01, 1.93, 0.0, 0.0, 83.26
2.01, 0.0, 9.48, 0.02, 0.02, 1.28, 0.0, 0.0, 87.19
1.59, 0.0, 7.21, 0.02, 0.02, 0.8, 0.0, 0.0, 90.36
1.19, 0.0, 5.34, 0.02, 0.02, 0.56, 0.0, 0.0, 92.88
1.05, 0.0, 4.69, 0.02, 0.01, 0.52, 0.0, 0.0, 93.71
0.86, 0.0, 4.24, 0.02, 0.01, 1.0, 0.0, 0.0, 93.88
